ID,Year_Birth,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer
7444,1969,Married,"$42,169.00 ",1,1,10/19/2013
2942,1964,Single,"$45,906.00 ",0,1,5/7/2013
2874,1988,Divorced,"$35,388.00 ",1,0,3/7/2013
3667,1969,Married,"$80,952.00 ",0,0,2/28/2013
3697,1954,Together,"$39,898.00 ",0,1,2/12/2013
9955,1954,Together,"$39,898.00 ",0,1,2/12/2013
5320,1973,Divorced,"$44,051.00 ",1,1,1/29/2013
6422,1954,Married,"$86,718.00 ",0,0,1/17/2013
3690,1986,Married,"$80,141.00 ",0,0,1/11/2013
2408,1976,Married,"$58,597.00 ",1,1,11/20/2012
9260,1945,Married,"$70,356.00 ",0,0,11/5/2012
9648,1967,Single,"$46,904.00 ",1,1,11/3/2012
4939,1946,Together,"$37,760.00 ",0,0,8/31/2012
8652,1946,Together,"$37,760.00 ",0,0,8/31/2012
4702,1964,Single,"$61,839.00 ",0,0,8/12/2012
2587,1972,Married,"$29,791.00 ",1,0,5/15/2014
2811,1963,Single,"$48,918.00 ",1,1,4/12/2014
9150,1963,Single,"$48,918.00 ",1,1,4/12/2014
10127,1965,Married,"$58,692.00 ",0,1,4/6/2014
5493,1976,Married,"$39,356.00 ",1,1,3/19/2014
2666,1972,Married,"$76,234.00 ",0,1,2/6/2014
10099,1984,Married,"$55,434.00 ",1,0,10/5/2013
10562,1946,Married,"$66,835.00 ",0,0,9/28/2013
7881,1946,Married,"$66,835.00 ",0,0,9/28/2013
6721,1951,Married,"$71,965.00 ",0,1,7/29/2013
5204,1971,Together,"$74,538.00 ",0,0,6/29/2013
5209,1954,Divorced,"$50,002.00 ",0,1,6/17/2013
10128,1958,Together,"$53,977.00 ",0,1,6/8/2013
9284,1958,Together,"$53,977.00 ",0,1,6/8/2013
8643,1971,Together,"$69,930.00 ",0,0,5/26/2013
1685,1967,Together,"$62,981.00 ",0,0,3/17/2013
2877,1974,Together,"$46,014.00 ",1,1,1/21/2013
8369,1987,Together,"$18,227.00 ",1,0,11/8/2012
6233,1976,Married,"$65,991.00 ",0,1,9/7/2012
195,1972,Single,"$38,808.00 ",1,0,8/26/2012
1501,1982,Married,"$160,803.00 ",0,0,8/4/2012
10846,1978,Married,"$43,783.00 ",1,0,5/29/2014
8341,1969,Married,"$30,396.00 ",1,0,4/30/2014
10766,1964,Married,"$65,526.00 ",0,1,4/11/2014
9971,1964,Married,"$65,526.00 ",0,1,4/11/2014
1740,1944,Married,"$55,956.00 ",0,0,4/7/2014
8737,1978,Divorced,"$55,563.00 ",0,1,4/5/2014
6466,1965,Married,"$57,236.00 ",1,1,3/12/2014
10430,1973,Divorced,"$89,694.00 ",1,1,10/9/2013
8773,1971,Together,"$57,420.00 ",0,1,6/25/2013
2371,1972,Married,"$33,622.00 ",1,1,4/13/2013
7786,1986,Single,"$29,999.00 ",1,0,2/13/2013
4088,1962,Together,"$31,497.00 ",0,1,12/6/2012
4971,1962,Together,"$31,497.00 ",0,1,12/6/2012
10560,1980,Single,"$36,802.00 ",1,0,6/16/2014
6892,1968,Divorced,"$61,671.00 ",0,1,6/3/2014
11004,1893,Single,"$60,182.00 ",0,1,5/17/2014
1818,1971,Together,"$29,732.00 ",1,0,3/25/2014
9485,1986,Married,"$45,921.00 ",0,0,3/10/2014
6646,1984,Together,"$16,529.00 ",1,0,3/1/2014
4248,1960,Single,"$98,777.00 ",0,0,2/17/2014
7451,1960,Single,"$98,777.00 ",0,0,2/17/2014
7861,1952,Married,"$77,027.00 ",0,1,2/5/2014
5232,1965,Married,"$69,139.00 ",0,1,1/27/2014
3011,1965,Married,"$69,139.00 ",0,1,1/27/2014
5758,1982,Married,"$65,169.00 ",0,0,1/14/2014
2173,1952,Widow,"$40,049.00 ",0,1,10/16/2013
10711,1945,Married,"$69,755.00 ",0,0,10/2/2013
8268,1961,Married,,0,1,7/11/2013
2782,1961,Married,"$54,456.00 ",0,1,7/11/2013
9432,1977,Together,"$666,666.00 ",1,0,6/2/2013
5872,1951,Single,"$60,689.00 ",0,1,6/1/2013
11187,1978,Single,"$26,487.00 ",1,0,5/20/2013
2428,1970,Married,"$28,164.00 ",1,0,5/4/2013
1726,1970,Single,"$22,585.00 ",0,0,3/18/2013
1802,1971,Married,"$64,795.00 ",0,1,1/17/2013
1162,1987,Single,"$42,000.00 ",0,0,1/10/2013
10643,1987,Single,"$42,000.00 ",0,0,1/10/2013
11112,1966,Together,"$70,713.00 ",0,1,12/3/2012
2114,1946,Single,"$82,800.00 ",0,0,11/24/2012
4261,1946,Single,"$82,800.00 ",0,0,11/24/2012
2457,1975,Married,"$30,801.00 ",0,1,10/26/2012
2495,1974,Married,"$83,891.00 ",0,1,6/20/2014
6983,1950,Divorced,"$38,054.00 ",1,1,5/1/2014
3436,1969,Married,"$14,045.00 ",1,0,1/26/2014
7505,1957,Married,"$44,155.00 ",1,1,1/19/2014
4286,1970,Single,"$57,642.00 ",0,1,1/9/2014
7224,1977,Married,"$31,353.00 ",1,1,12/29/2013
6215,1977,Married,"$31,353.00 ",1,1,12/29/2013
968,1968,Divorced,"$41,335.00 ",1,0,12/26/2013
4096,1968,Divorced,"$41,335.00 ",1,0,12/26/2013
3153,1957,Single,"$40,737.00 ",2,1,12/8/2013
6504,1975,Together,"$19,789.00 ",1,0,11/20/2013
5329,1949,Divorced,"$35,946.00 ",1,1,9/27/2013
1175,1983,Married,"$36,262.00 ",0,0,9/20/2013
1377,1954,Widow,"$44,551.00 ",0,1,8/31/2013
4607,1959,Together,"$71,367.00 ",0,0,8/23/2013
4944,1959,Together,"$71,367.00 ",0,0,8/23/2013
9483,1959,Together,"$57,957.00 ",0,1,8/19/2013
1378,1972,Together,"$50,334.00 ",0,1,7/24/2013
5991,1949,Married,"$48,150.00 ",0,1,6/8/2013
2807,1969,Married,"$56,796.00 ",0,1,2/16/2013
1052,1969,Married,"$56,796.00 ",0,1,2/16/2013
9760,1963,Widow,"$52,278.00 ",0,1,1/25/2013
7101,1963,Widow,"$52,278.00 ",0,1,1/25/2013
9909,1996,Married,"$7,500.00 ",0,0,11/9/2012
5907,1952,Married,"$33,444.00 ",1,1,11/3/2012
793,1973,Married,"$20,895.00 ",1,0,10/6/2012
8832,1976,Together,"$37,509.00 ",1,0,9/12/2012
2535,1978,Married,"$88,097.00 ",1,0,8/18/2012
1523,1973,Married,"$59,041.00 ",1,1,5/7/2014
1839,1974,Single,"$43,322.00 ",0,0,4/21/2014
9972,1955,Together,"$46,015.00 ",1,1,4/13/2014
2945,1955,Together,"$46,015.00 ",1,1,4/13/2014
9291,1959,Married,"$34,242.00 ",0,1,3/23/2014
2829,1955,Married,"$65,210.00 ",0,1,3/10/2014
8594,1958,Widow,"$50,520.00 ",0,1,1/28/2014
1592,1970,Married,"$90,765.00 ",0,0,1/24/2014
4310,1944,Married,"$80,589.00 ",0,0,1/22/2014
6950,1958,Married,"$49,572.00 ",1,1,12/15/2013
8492,1978,Together,"$75,437.00 ",0,0,11/9/2013
5684,1971,Divorced,"$44,635.00 ",1,1,10/11/2013
5909,1964,Married,"$58,512.00 ",0,1,9/19/2013
9855,1952,Single,"$62,000.00 ",0,1,8/25/2013
975,1956,Single,"$54,252.00 ",1,1,5/28/2013
8754,1974,Together,"$45,068.00 ",0,1,5/16/2013
1456,1979,Single,"$60,474.00 ",0,1,4/1/2013
2849,1979,Single,"$60,474.00 ",0,1,4/1/2013
9984,1981,Married,"$56,337.00 ",1,1,3/27/2013
5527,1987,Together,"$22,434.00 ",1,0,2/13/2013
5628,1982,Together,"$61,416.00 ",0,0,2/8/2013
7627,1975,Married,"$92,163.00 ",0,0,12/12/2012
1351,1956,Together,"$58,656.00 ",0,1,9/20/2012
10629,1973,Married,,1,0,9/14/2012
10395,1986,Single,"$8,940.00 ",1,0,8/22/2012
6961,1974,Married,"$26,751.00 ",2,0,5/22/2014
10196,1978,Married,"$71,427.00 ",2,0,3/12/2014
6182,1984,Together,"$26,646.00 ",1,0,2/10/2014
10432,1974,Divorced,"$19,346.00 ",1,0,1/30/2014
1542,1975,Single,"$56,243.00 ",1,2,12/30/2013
4220,1970,Married,"$59,892.00 ",0,1,11/2/2013
4141,1965,Together,"$71,613.00 ",0,0,8/21/2013
1940,1986,Married,"$25,252.00 ",1,0,7/12/2013
1506,1975,Single,"$42,160.00 ",1,1,6/28/2013
6347,1979,Single,"$15,862.00 ",1,0,6/27/2013
1361,1974,Married,"$82,584.00 ",0,0,6/4/2013
9422,1989,Married,"$38,360.00 ",1,0,5/31/2013
1081,1957,Married,"$75,283.00 ",1,2,3/27/2013
7458,1956,Together,"$34,941.00 ",1,1,3/6/2013
1012,1952,Single,"$61,823.00 ",0,1,2/18/2013
5453,1956,Married,"$90,226.00 ",0,0,9/26/2012
6818,1974,Married,"$44,989.00 ",0,1,9/12/2012
7807,1974,Married,"$44,989.00 ",0,1,9/12/2012
7532,1980,Married,"$43,586.00 ",0,1,8/30/2012
8346,1974,Single,"$32,233.00 ",1,0,8/19/2012
5564,1969,Together,"$62,882.00 ",0,1,8/9/2012
3267,1963,Together,"$57,288.00 ",0,1,6/25/2014
3091,1981,Together,"$75,774.00 ",1,0,5/2/2014
762,1981,Together,"$75,774.00 ",1,0,5/2/2014
8029,1988,Single,"$90,247.00 ",0,0,4/29/2014
4376,1960,Single,"$32,218.00 ",0,0,2/15/2014
10981,1988,Married,"$84,219.00 ",0,0,2/2/2014
486,1988,Married,"$84,219.00 ",0,0,2/2/2014
1158,1966,Divorced,"$48,877.00 ",0,1,1/5/2014
9119,1950,Together,"$60,905.00 ",0,1,12/5/2013
6694,1964,Married,"$75,236.00 ",0,1,11/25/2013
10573,1953,Divorced,"$62,551.00 ",0,0,11/18/2013
10140,1983,Together,"$70,123.00 ",0,0,9/28/2013
2286,1962,Single,"$50,785.00 ",1,1,9/10/2013
8420,1970,Married,"$15,315.00 ",0,0,8/3/2013
10065,1970,Married,"$15,315.00 ",0,0,8/3/2013
1029,1970,Together,"$64,413.00 ",0,1,8/1/2013
4207,1981,Married,"$87,171.00 ",0,0,5/1/2013
10277,1961,Single,"$30,081.00 ",0,1,2/21/2013
4436,1976,Single,"$20,180.00 ",0,0,2/20/2013
2929,1976,Single,"$20,180.00 ",0,0,2/20/2013
6281,1966,Divorced,"$55,686.00 ",0,1,2/14/2013
10390,1959,Married,"$26,887.00 ",0,1,2/10/2013
2574,1977,Married,"$61,996.00 ",0,1,1/31/2013
709,1952,Divorced,"$51,537.00 ",0,1,12/9/2012
5955,1962,Together,"$72,025.00 ",0,0,11/17/2012
8486,1971,Together,"$30,538.00 ",1,0,10/1/2012
10343,1991,Single,"$61,618.00 ",0,0,9/29/2012
6652,1965,Married,"$77,343.00 ",0,0,6/9/2014
8746,1989,Married,"$75,433.00 ",1,0,4/5/2014
4686,1962,Widow,"$82,571.00 ",0,0,4/2/2014
3551,1954,Together,"$60,033.00 ",0,1,3/29/2014
4338,1983,Single,"$39,062.00 ",1,0,3/25/2014
4444,1972,Married,"$30,023.00 ",1,0,3/24/2014
498,1970,Single,"$30,015.00 ",1,0,2/2/2014
8230,1980,Married,"$33,228.00 ",1,0,1/23/2014
2826,1967,Married,"$22,574.00 ",2,1,10/28/2013
6222,1967,Married,"$22,574.00 ",2,1,10/28/2013
7352,1957,Married,"$55,267.00 ",0,1,10/21/2013
10928,1958,Together,"$66,886.00 ",0,1,9/16/2013
10736,1971,Single,"$72,258.00 ",0,1,9/12/2013
10163,1984,Single,"$82,733.00 ",0,0,9/10/2013
6168,1963,Divorced,"$45,146.00 ",1,1,7/15/2013
4656,1990,Single,"$51,250.00 ",1,0,3/30/2013
626,1951,Married,"$32,871.00 ",1,1,3/9/2013
3870,1978,Together,"$63,855.00 ",0,0,2/9/2013
6299,1968,Divorced,"$42,564.00 ",0,1,1/2/2013
7798,1972,Together,"$46,344.00 ",0,1,12/14/2012
9973,1963,Married,"$50,437.00 ",0,2,10/17/2012
4299,1960,Together,"$70,971.00 ",0,1,9/21/2012
10971,1977,Single,"$37,774.00 ",2,0,9/3/2012
9931,1963,Married,"$4,023.00 ",1,1,6/23/2014
6679,1966,Single,"$33,279.00 ",0,0,6/12/2014
5961,1978,Married,"$42,693.00 ",1,0,6/7/2014
6255,1952,Together,"$70,545.00 ",0,1,6/3/2014
8614,1957,Widow,"$65,486.00 ",0,1,5/12/2014
7828,1981,Together,"$77,882.00 ",0,0,4/30/2014
1277,1960,Together,"$78,468.00 ",0,0,4/9/2014
3595,1963,Together,"$77,226.00 ",0,1,2/28/2014
5735,1991,Single,"$90,638.00 ",0,0,2/13/2014
5350,1991,Single,"$90,638.00 ",0,0,2/13/2014
4137,1948,Together,"$70,666.00 ",0,0,12/6/2013
6357,1959,Divorced,"$59,052.00 ",0,1,11/17/2013
9316,1952,Together,"$13,084.00 ",0,0,11/2/2013
3578,1949,Divorced,"$49,160.00 ",0,1,10/20/2013
153,1953,Divorced,"$23,272.00 ",0,0,10/17/2013
10524,1963,Divorced,"$49,476.00 ",0,1,6/20/2013
1518,1965,Married,"$62,694.00 ",1,1,6/17/2013
2036,1973,Together,"$57,906.00 ",0,1,6/11/2013
9495,1982,Together,"$71,853.00 ",0,0,5/8/2013
2631,1982,Together,"$71,853.00 ",0,0,5/8/2013
6312,1959,Married,"$65,031.00 ",0,1,3/17/2013
615,1960,Together,"$30,507.00 ",0,0,3/11/2013
4406,1970,Together,"$67,419.00 ",0,1,1/16/2013
10061,1950,Married,"$59,462.00 ",0,1,1/5/2013
10619,1994,Single,"$95,529.00 ",0,0,12/3/2012
4945,1953,Widow,"$53,653.00 ",0,0,11/7/2012
1777,1980,Married,"$25,965.00 ",0,0,9/7/2012
4023,1970,Married,"$22,979.00 ",1,0,9/6/2012
7922,1951,Single,"$64,950.00 ",0,1,8/12/2012
10699,1985,Married,"$44,322.00 ",1,0,6/16/2014
7516,1983,Married,"$30,096.00 ",1,0,5/22/2014
3129,1983,Married,"$30,096.00 ",1,0,5/22/2014
5121,1977,Single,"$56,628.00 ",0,1,3/21/2014
2186,1977,Together,"$82,326.00 ",0,0,3/10/2014
10548,1995,Single,"$71,163.00 ",0,0,3/9/2014
6384,1978,Divorced,"$71,022.00 ",0,1,2/11/2014
2625,1954,Single,"$42,607.00 ",0,1,11/17/2013
1676,1975,Married,"$43,057.00 ",0,1,10/30/2013
5534,1975,Married,"$47,808.00 ",0,1,10/20/2013
6859,1987,Single,"$29,236.00 ",1,0,10/8/2013
271,1969,Widow,"$40,590.00 ",1,1,10/2/2013
7699,1969,Widow,"$40,590.00 ",1,1,10/2/2013
7832,1959,Married,"$77,520.00 ",0,1,8/28/2013
938,1981,Married,"$40,211.00 ",1,1,7/30/2013
7873,1973,Together,"$63,516.00 ",1,1,7/6/2013
9967,1974,Divorced,"$53,034.00 ",1,1,5/30/2013
1087,1975,Together,"$22,669.00 ",1,0,5/22/2013
8314,1982,Married,"$79,908.00 ",0,0,4/5/2013
3762,1986,Single,"$69,867.00 ",0,0,4/2/2013
10383,1966,Divorced,"$70,287.00 ",0,0,4/2/2013
6798,1966,Single,"$37,070.00 ",1,1,3/20/2013
4168,1966,Single,"$37,070.00 ",1,1,3/20/2013
6690,1966,Married,"$38,179.00 ",1,1,3/14/2013
10602,1983,Married,"$39,922.00 ",1,0,2/14/2013
3220,1983,Married,"$39,922.00 ",1,0,2/14/2013
5424,1983,Married,"$39,922.00 ",1,0,2/14/2013
7488,1963,Single,"$64,191.00 ",0,1,1/22/2013
5289,1975,Single,"$41,658.00 ",1,1,11/9/2012
347,1976,Divorced,"$40,780.00 ",0,1,9/8/2012
5236,1979,Together,"$77,568.00 ",0,1,8/25/2012
9478,1985,Single,"$66,503.00 ",1,0,8/14/2012
477,1986,Married,"$83,512.00 ",0,0,6/17/2014
7411,1964,Married,"$31,686.00 ",1,1,6/5/2014
3107,1976,Together,"$71,322.00 ",0,1,5/2/2014
7437,1988,Single,"$27,938.00 ",1,0,4/28/2014
255,1951,Divorced,"$22,263.00 ",1,1,3/30/2014
3790,1956,Together,"$34,633.00 ",2,1,1/23/2014
749,1981,Together,"$42,162.00 ",1,0,11/19/2013
1503,1976,Together,"$162,397.00 ",1,1,6/3/2013
8650,1978,Widow,"$54,162.00 ",1,1,3/18/2013
607,1955,Divorced,"$41,769.00 ",0,1,2/13/2013
1008,1981,Together,"$44,953.00 ",0,0,12/21/2012
9396,1978,Married,"$37,717.00 ",1,0,11/23/2012
933,1978,Married,"$37,717.00 ",1,0,11/23/2012
5710,1970,Together,"$40,548.00 ",0,1,10/10/2012
2882,1975,Divorced,"$67,893.00 ",0,1,10/1/2012
2379,1953,Single,"$69,267.00 ",0,0,9/22/2012
5342,1976,Divorced,"$9,548.00 ",1,0,8/8/2012
3262,1958,Single,"$68,281.00 ",0,0,8/7/2012
5832,1960,Together,"$92,556.00 ",0,0,4/20/2014
5025,1979,Single,"$48,526.00 ",1,0,12/24/2013
569,1991,Single,"$90,273.00 ",0,0,12/14/2013
3102,1981,Together,"$19,414.00 ",1,0,10/16/2013
9449,1958,Single,"$79,761.00 ",0,1,10/4/2013
8104,1951,Married,"$53,312.00 ",0,0,8/9/2013
75,1982,Together,"$41,039.00 ",0,0,7/25/2013
6421,1961,Together,"$88,347.00 ",0,0,7/3/2013
3037,1983,Married,"$50,150.00 ",0,0,6/20/2013
4698,1983,Married,"$50,150.00 ",0,0,6/20/2013
948,1971,Single,"$10,245.00 ",1,0,5/15/2013
6177,1985,Married,"$33,454.00 ",1,0,5/8/2013
3517,1952,Single,"$40,887.00 ",1,1,5/6/2013
3491,1975,Together,"$55,914.00 ",0,1,4/29/2013
7610,1983,Together,"$37,292.00 ",1,0,4/18/2013
4377,1971,Married,"$52,914.00 ",0,1,1/7/2013
9850,1972,Married,"$24,884.00 ",1,0,11/29/2012
5544,1970,Single,"$67,384.00 ",0,1,11/10/2012
6497,1960,Married,"$51,651.00 ",0,1,11/7/2012
4543,1980,Married,"$82,497.00 ",0,0,10/31/2012
5117,1963,Married,"$32,632.00 ",0,0,8/2/2012
1448,1963,Married,"$33,562.00 ",1,2,6/25/2014
6887,1967,Single,"$79,146.00 ",1,1,4/24/2014
7500,1967,Single,"$79,146.00 ",1,1,4/24/2014
2724,1981,Single,"$36,143.00 ",1,0,3/30/2014
2256,1973,Married,"$27,159.00 ",1,1,3/29/2014
1100,1960,Together,"$41,275.00 ",1,2,3/24/2014
7725,1965,Married,"$76,800.00 ",0,0,3/8/2014
2612,1987,Married,"$75,794.00 ",0,0,12/24/2013
113,1951,Married,"$30,833.00 ",1,1,7/16/2013
2868,1949,Single,"$26,518.00 ",1,1,4/8/2013
4216,1981,Single,"$91,065.00 ",0,0,2/22/2013
199,1962,Single,"$45,183.00 ",0,0,1/20/2013
359,1950,Together,"$48,070.00 ",0,1,1/13/2013
8842,1971,Widow,"$30,372.00 ",1,1,12/25/2012
2154,1971,Widow,"$30,372.00 ",1,1,12/25/2012
6050,1975,Married,"$57,036.00 ",0,1,12/11/2012
9204,1970,Widow,"$66,731.00 ",0,1,9/12/2012
4472,1970,Divorced,"$35,682.00 ",1,0,6/27/2014
6864,1989,Divorced,"$10,979.00 ",0,0,5/22/2014
10617,1989,Divorced,"$10,979.00 ",0,0,5/22/2014
3924,1965,Divorced,"$57,912.00 ",0,1,3/17/2014
5654,1972,Married,"$36,026.00 ",2,1,3/16/2014
9216,1971,Married,"$35,788.00 ",1,1,1/23/2014
8086,1959,Married,"$42,243.00 ",1,1,12/11/2013
9097,1956,Divorced,"$46,086.00 ",0,1,11/3/2013
7631,1978,Together,"$61,346.00 ",1,0,10/6/2013
7275,1971,Single,"$33,316.00 ",1,1,10/4/2013
8334,1971,Single,"$33,316.00 ",1,1,10/4/2013
1987,1987,Single,"$21,063.00 ",1,0,9/25/2013
2281,1970,Single,"$33,697.00 ",1,0,9/15/2013
7034,1978,Married,"$25,804.00 ",1,0,9/1/2013
2797,1977,Married,"$72,117.00 ",0,1,8/20/2013
3934,1966,Married,"$61,286.00 ",0,1,8/2/2013
2493,1966,Married,"$61,286.00 ",0,1,8/2/2013
3759,1958,Together,"$65,196.00 ",0,2,7/25/2013
965,1971,Divorced,"$55,635.00 ",0,1,11/13/2012
7378,1981,Together,"$42,021.00 ",1,0,8/31/2012
1859,1972,Married,"$75,251.00 ",0,0,8/27/2012
6263,1968,Together,"$35,322.00 ",1,2,8/22/2012
2072,1969,Together,"$53,374.00 ",0,1,8/16/2012
8908,1959,Married,"$87,195.00 ",0,0,5/8/2014
738,1981,Single,"$42,395.00 ",1,1,4/4/2014
10129,1966,Together,"$82,427.00 ",0,0,3/12/2014
807,1969,Together,"$44,602.00 ",1,1,2/15/2014
3334,1951,Married,"$94,642.00 ",0,0,2/12/2014
5423,1983,Together,"$28,359.00 ",1,0,10/27/2013
4426,1975,Single,"$55,801.00 ",1,1,9/22/2013
10489,1973,Married,"$92,955.00 ",0,0,8/19/2013
2570,1968,Together,"$56,534.00 ",0,1,7/23/2013
3834,1962,Single,"$69,627.00 ",0,1,3/17/2013
590,1970,Divorced,"$78,579.00 ",0,0,12/22/2012
4791,1980,Together,"$44,964.00 ",1,1,12/16/2012
5304,1974,Single,"$30,899.00 ",1,0,10/13/2012
2426,1964,Divorced,"$78,825.00 ",0,0,9/14/2012
35,1987,Married,"$25,545.00 ",1,0,9/8/2012
8041,1971,Widow,"$47,111.00 ",0,1,9/8/2012
3584,1955,Single,"$49,667.00 ",0,0,8/20/2012
7718,1947,Together,"$66,000.00 ",0,0,4/20/2014
8605,1964,Together,"$46,910.00 ",1,1,3/23/2014
1646,1972,Married,"$25,224.00 ",1,0,3/16/2014
9206,1968,Together,"$77,382.00 ",0,1,1/7/2014
10757,1967,Divorced,"$28,420.00 ",1,0,12/24/2013
6885,1977,Divorced,"$32,952.00 ",1,0,12/1/2013
907,1975,Married,"$46,149.00 ",0,1,11/29/2013
1150,1899,Together,"$83,532.00 ",0,0,9/26/2013
3867,1947,Together,"$73,059.00 ",0,1,8/31/2013
3859,1947,Together,"$73,059.00 ",0,1,8/31/2013
3265,1959,Married,"$35,701.00 ",0,0,3/19/2013
4418,1983,Single,"$89,616.00 ",0,0,2/25/2013
4611,1970,Together,"$105,471.00 ",0,0,1/21/2013
4530,1948,Widow,"$78,427.00 ",0,0,10/24/2012
7736,1986,Married,"$22,518.00 ",1,0,10/22/2012
9949,1976,Married,"$59,809.00 ",0,2,10/18/2012
942,1982,Single,"$39,660.00 ",1,0,8/8/2012
6181,1950,Together,"$52,203.00 ",0,0,7/31/2012
7660,1973,Alone,"$35,860.00 ",1,1,5/19/2014
2055,1973,Divorced,"$35,860.00 ",1,1,5/19/2014
5107,1973,Divorced,"$35,860.00 ",1,1,5/19/2014
1626,1973,Divorced,"$35,860.00 ",1,1,5/19/2014
6428,1950,Widow,"$76,842.00 ",0,0,5/3/2014
9617,1951,Single,"$15,033.00 ",0,0,4/16/2014
4339,1970,Married,"$67,353.00 ",0,1,12/31/2013
7235,1975,Married,"$17,003.00 ",1,0,12/9/2013
8527,1965,Together,"$65,735.00 ",1,1,12/7/2013
1968,1971,Widow,"$45,684.00 ",1,0,12/2/2013
9862,1969,Together,"$21,918.00 ",1,0,11/14/2013
11075,1978,Married,"$51,267.00 ",1,1,10/29/2013
6658,1972,Together,"$59,868.00 ",0,1,7/22/2013
4552,1991,Married,"$51,373.00 ",0,0,6/22/2013
10377,1958,Together,"$46,692.00 ",0,1,6/6/2013
5336,1971,Together,"$157,733.00 ",1,0,6/4/2013
10350,1950,Married,"$54,432.00 ",2,1,5/9/2013
11071,1984,Single,"$79,607.00 ",0,0,4/21/2013
11100,1972,Divorced,"$51,813.00 ",1,1,4/11/2013
6516,1989,Married,"$17,487.00 ",1,0,3/18/2013
1734,1968,Together,"$40,706.00 ",2,1,1/17/2013
2131,1959,Divorced,"$62,859.00 ",0,1,12/30/2012
6439,1958,Married,"$61,074.00 ",0,1,8/17/2012
10591,1969,Widow,"$43,638.00 ",0,1,8/6/2012
9797,1956,Married,"$58,116.00 ",0,1,4/13/2014
9336,1969,Widow,"$62,187.00 ",0,1,3/22/2014
2174,1954,Single,"$46,344.00 ",1,1,3/8/2014
3197,1980,Married,"$77,353.00 ",0,1,12/16/2013
9185,1966,Single,"$69,759.00 ",0,0,10/28/2013
905,1986,Divorced,"$21,846.00 ",1,0,10/22/2013
10858,1975,Together,"$76,532.00 ",1,1,9/9/2013
8925,1965,Married,"$70,053.00 ",0,1,7/3/2013
2499,1958,Single,"$75,342.00 ",0,1,5/6/2013
1109,1982,Together,"$27,590.00 ",1,0,4/23/2013
326,1973,Married,"$51,148.00 ",1,1,2/18/2013
10967,1963,Divorced,"$33,378.00 ",1,1,2/6/2013
5370,1973,Married,"$32,644.00 ",1,0,1/16/2013
2098,1969,Married,"$33,581.00 ",2,0,1/8/2013
1773,1978,Married,"$12,393.00 ",0,0,12/4/2012
5036,1984,Single,"$42,710.00 ",1,0,11/28/2012
4856,1957,Married,"$82,347.00 ",0,0,11/6/2012
8722,1957,Married,"$82,347.00 ",0,0,11/6/2012
2156,1955,Married,"$22,554.00 ",1,1,11/3/2012
2569,1987,Married,"$17,323.00 ",0,0,10/10/2012
10151,1960,Divorced,"$62,204.00 ",0,2,9/12/2012
10473,1956,Widow,"$78,028.00 ",0,1,9/10/2012
7079,1962,Divorced,"$63,887.00 ",0,1,9/8/2012
6875,1965,Together,"$32,727.00 ",0,0,8/28/2012
6728,1985,Together,"$29,103.00 ",1,0,8/27/2012
2471,1965,Married,"$61,482.00 ",0,0,6/27/2014
49,1970,Single,"$20,587.00 ",1,0,5/11/2014
4973,1970,Single,"$20,587.00 ",1,0,5/11/2014
6387,1976,Together,"$52,190.00 ",1,1,5/8/2014
5866,1974,Together,"$48,186.00 ",1,0,3/20/2014
8523,1968,Married,"$19,329.00 ",1,0,12/14/2013
7901,1971,Married,"$34,109.00 ",0,1,11/6/2013
898,1986,Married,"$23,477.00 ",1,0,10/21/2013
10242,1966,Together,"$47,472.00 ",1,1,9/16/2013
5835,1976,Divorced,"$14,849.00 ",1,0,7/2/2013
6919,1978,Married,"$26,224.00 ",1,0,6/4/2013
6197,1962,Single,"$27,238.00 ",1,1,4/20/2013
10475,1970,Together,,0,1,4/1/2013
4201,1962,Single,"$57,967.00 ",0,1,3/3/2013
5092,1949,Widow,"$51,569.00 ",0,1,2/12/2013
6566,1954,Married,"$72,550.00 ",1,1,11/8/2012
6613,1970,Married,"$44,511.00 ",1,0,10/12/2012
9094,1955,Married,"$62,972.00 ",0,1,8/3/2012
9847,1955,Married,"$62,972.00 ",0,1,8/3/2012
10767,1989,Together,"$77,845.00 ",0,0,5/16/2014
7943,1975,Married,"$36,663.00 ",1,0,4/25/2014
1055,1976,Married,"$53,204.00 ",1,1,3/20/2014
1458,1982,Married,"$21,059.00 ",1,0,1/7/2014
8402,1953,Married,"$67,087.00 ",0,1,12/17/2013
6246,1953,Single,"$73,892.00 ",0,0,11/13/2013
4654,1992,Together,"$75,114.00 ",0,0,11/7/2013
6103,1948,Married,"$42,192.00 ",0,0,9/6/2013
8147,1960,Married,"$31,454.00 ",1,1,7/6/2013
10207,1978,Together,"$22,775.00 ",1,0,6/19/2013
4838,1978,Together,"$22,775.00 ",1,0,6/19/2013
10219,1972,Together,"$31,590.00 ",1,0,6/18/2013
2176,1972,Married,"$80,134.00 ",1,0,5/20/2013
9121,1972,Married,"$80,134.00 ",1,0,5/20/2013
5802,1972,Married,"$14,188.00 ",0,0,2/28/2013
10790,1985,Married,"$18,169.00 ",1,0,2/19/2013
178,1956,Married,"$62,503.00 ",0,1,2/18/2013
2308,1954,Married,"$46,734.00 ",0,1,11/18/2012
7431,1991,Single,"$68,126.00 ",0,0,11/10/2012
