ID,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
8783,296,13,104,11,13,17
1403,8,4,15,3,5,3
4643,8,26,46,38,9,49
3463,674,62,134,0,26,8
4055,2,10,11,12,9,20
7010,635,114,254,132,152,76
4767,635,114,254,132,152,76
1927,399,27,159,58,8,39
437,294,142,218,164,58,151
4331,913,26,376,17,26,13
4084,224,155,155,192,93,54
8135,7,4,23,7,0,11
9750,731,60,353,78,12,73
6682,2,8,1,4,7,15
10581,281,7,84,15,0,119
3710,19,0,35,6,4,17
5207,489,6,152,8,6,132
9360,86,2,73,69,38,48
4679,721,0,152,119,50,50
1340,551,137,792,179,103,33
10839,6,5,5,8,0,5
5303,471,0,510,99,21,12
9829,22,4,17,12,10,13
10469,519,71,860,93,27,53
3602,140,3,29,4,5,14
4756,176,29,818,0,33,112
8181,51,12,49,17,24,24
6958,14,0,4,0,0,8
10856,31,0,6,0,1,8
3321,421,5,90,0,16,10
5394,3,9,4,7,8,7
433,534,5,47,0,5,41
6320,768,44,561,77,44,14
5376,1,1,1725,1,1,1
1867,652,48,350,94,84,108
4324,235,0,235,19,4,191
3661,594,51,631,72,55,32
521,174,77,203,6,24,97
10403,2,13,6,7,5,11
7186,24,0,2,0,0,9
4329,6,0,6,2,1,1
4394,1142,29,249,38,29,14
1717,80,15,93,20,13,52
1016,41,1,6,2,0,5
3783,105,0,10,0,1,0
5848,724,74,929,97,55,130
10727,1181,107,199,39,30,30
5299,1181,107,199,39,30,30
6872,284,3,84,4,7,23
1143,7,10,13,3,11,11
10381,14,0,3,0,0,4
11007,26,0,6,0,0,2
9145,604,26,470,123,161,94
5267,16,2,18,2,1,5
9738,65,4,16,0,4,11
10212,65,4,16,0,4,11
10010,100,2,16,2,1,31
10069,2,7,5,2,15,27
2694,21,0,3,0,0,0
10613,26,1,16,2,2,15
4646,207,26,447,75,0,223
6935,207,26,447,75,0,223
5596,513,14,154,19,0,28
1044,299,5,201,21,21,49
9274,525,147,112,219,147,63
9076,155,1,25,0,1,3
4947,606,24,974,197,194,64
10176,159,0,120,0,0,137
3507,676,161,426,210,44,58
9235,7,0,8,2,0,1
10341,68,28,39,16,30,41
2639,19,5,12,10,3,19
6201,22,2,14,0,1,10
7397,494,5,82,7,0,100
2181,353,61,753,40,46,27
1204,1253,0,447,23,71,35
1170,50,15,110,39,15,15
8812,12,3,8,8,0,17
4690,443,10,75,0,10,48
1715,9,4,18,7,5,5
10821,182,4,33,0,2,42
6543,521,168,706,80,76,61
7119,395,15,263,60,54,38
3518,10,1,18,10,4,7
1245,977,12,253,16,12,101
2561,977,12,253,16,12,101
9624,603,45,207,36,18,54
10509,51,0,16,0,0,4
7629,5,3,9,6,2,6
7875,967,0,617,43,50,0
2815,7,5,39,17,15,37
2936,18,0,4,0,0,1
3665,1,9,8,11,3,22
10888,273,11,178,62,83,29
6637,277,162,305,173,76,124
5077,425,115,292,23,35,79
6173,425,115,292,23,35,79
3969,35,4,17,7,6,64
4580,1394,22,708,89,91,182
663,40,2,15,8,0,6
8299,40,2,15,8,0,6
8945,171,0,11,0,1,20
10870,709,43,182,42,118,247
1184,554,41,215,11,0,24
6141,191,9,97,0,6,82
8825,230,14,156,82,24,58
2217,11,1,2,2,1,6
4102,11,1,2,2,1,6
4653,131,0,16,2,1,39
10092,1073,0,250,153,14,14
5788,56,10,92,19,7,25
4669,4,19,9,28,25,17
6295,652,8,158,21,0,142
7453,157,43,127,68,56,37
10841,226,22,133,41,31,31
821,962,61,921,52,61,20
3933,186,36,234,86,72,48
1225,483,84,398,205,84,241
7059,483,84,398,205,84,241
5633,97,12,84,13,10,15
843,303,0,280,60,147,15
6211,18,0,9,0,1,11
7007,17,3,18,3,4,18
9671,14,3,21,2,1,28
8975,14,3,21,2,1,28
6616,178,3,85,71,66,58
6248,1276,24,746,94,29,48
7428,240,132,445,250,192,108
3075,130,30,168,20,34,0
2937,614,16,132,43,33,33
203,1288,20,613,80,61,27
2021,563,76,384,84,192,89
880,2,23,11,8,6,46
524,2,23,11,8,6,46
10837,2,1,18,20,11,16
7011,43,2,27,0,9,12
4184,189,2,29,3,2,40
7679,6,3,12,6,1,0
7485,67,4,32,17,2,16
7530,67,4,32,17,2,16
4369,240,67,500,199,0,163
10652,240,67,500,199,0,163
286,95,11,35,0,4,7
5922,210,0,6,0,0,2
7250,344,35,178,15,23,17
2478,2,2,4,13,13,4
1160,9,4,17,10,2,7
9214,179,2,64,38,17,58
273,130,0,16,0,0,5
851,306,5,109,21,109,92
9729,189,10,253,56,43,64
9665,267,3,30,4,0,57
2620,14,0,2,0,0,7
8254,14,0,2,0,0,7
3852,505,72,270,36,27,54
1000,505,72,270,36,27,54
3099,183,5,65,3,5,49
6318,758,12,385,33,89,89
5396,758,12,385,33,89,89
7966,505,137,401,104,22,22
454,824,32,162,42,32,43
309,918,21,118,13,10,21
3571,918,21,118,13,10,21
8395,980,37,265,35,163,31
2591,526,35,214,69,53,35
1640,66,0,16,0,6,20
810,151,81,86,168,91,64
9423,13,3,17,7,3,3
4345,5,1,9,2,0,4
89,5,9,20,6,8,21
5294,6,8,19,16,4,4
1321,22,2,18,0,2,12
2686,0,1,4,15,1,5
1215,690,117,499,76,102,88
9283,8,1,7,2,0,0
3120,6,1,10,0,1,4
5868,2,4,9,10,5,16
8143,202,2,46,3,2,10
3479,4,8,11,12,2,13
7214,792,0,275,45,45,126
5543,545,7,114,37,21,78
9347,31,0,7,2,0,6
10160,31,0,7,2,0,6
1406,280,7,81,20,0,27
7019,109,18,16,24,26,18
2157,15,8,16,11,5,22
8939,382,138,65,60,26,59
10250,1,5,3,7,4,8
1272,664,58,83,32,0,66
3007,27,2,10,0,0,1
5513,27,2,10,0,0,1
679,13,4,20,0,0,1
8876,132,0,16,0,0,4
10827,88,3,21,4,1,29
7300,448,4,34,6,4,39
4268,129,0,21,0,1,7
4603,371,32,189,0,58,6
8659,750,71,174,13,10,20
10708,10,6,11,0,4,2
1176,2,6,4,3,1,9
10380,40,1,40,4,3,18
7037,194,55,134,15,0,3
11096,99,4,32,37,54,6
6374,223,2,31,0,2,39
5552,81,18,113,47,13,21
2245,57,2,51,4,2,23
6200,340,108,185,130,38,100
9904,336,123,274,46,123,141
10031,20,2,23,3,1,4
6642,30,5,22,8,9,28
10882,407,53,221,58,150,26
5636,51,4,50,12,1,49
8692,90,17,97,15,6,15
8091,423,184,368,13,97,21
8080,5,1,6,3,4,3
8370,378,97,259,197,194,34
4550,61,0,3,0,0,7
3381,70,0,16,0,0,4
10556,173,13,131,32,3,6
9467,3,2,10,3,0,2
2891,595,23,123,10,23,154
5011,595,23,123,10,23,154
8140,10,14,29,4,2,36
11039,82,33,54,71,30,41
78,15,0,11,0,2,9
5517,15,0,11,0,2,9
5290,220,0,33,3,0,23
4128,517,12,54,16,6,120
8534,615,28,259,12,48,30
9592,11,2,9,3,0,8
8957,480,86,249,75,86,144
9308,398,61,265,138,61,53
544,398,61,265,138,61,53
5989,752,122,476,39,153,34
635,464,5,64,7,0,70
6673,28,6,27,12,17,39
1710,154,20,66,0,12,27
523,23,0,26,7,15,3
8977,1,3,4,2,3,11
9736,53,5,19,2,13,4
1544,741,68,689,224,68,103
6575,230,48,214,13,32,75
6147,5,2,8,2,2,9
6354,5,2,16,3,2,19
4769,456,4,24,0,0,9
7540,143,15,60,24,23,5
5247,31,0,6,2,1,5
5987,2,2,11,10,6,12
9960,0,0,1,8,3,2
10972,625,35,169,58,17,35
1399,407,114,445,181,165,203
2698,254,7,108,20,0,26
6340,3,3,7,0,2,11
4107,269,15,69,15,19,38
10906,269,15,69,15,19,38
2557,7,1,6,3,1,11
8786,301,7,74,10,0,58
7187,375,42,48,94,66,96
6119,10,0,3,0,0,4
2980,12,0,13,4,2,4
3850,3,3,3,15,4,15
1077,258,105,239,237,172,9
9733,1,4,10,29,0,36
8462,1,4,10,29,0,36
4764,45,12,52,25,22,13
2223,1215,33,249,64,116,149
7788,6,0,3,0,0,1
5827,36,0,12,2,2,10
2958,19,3,10,11,8,6
4954,106,27,68,52,7,5
3139,871,111,704,145,55,166
9952,368,32,639,13,43,10
8180,233,2,53,3,5,14
3276,11,12,35,3,5,12
4994,1193,33,281,129,66,33
3598,441,35,83,7,29,11
945,87,3,25,3,2,13
5048,20,6,43,19,5,38
6214,14,10,29,4,7,15
6230,110,5,59,7,1,7
2968,437,8,206,160,49,42
8800,437,8,206,160,49,42
1907,965,69,279,54,41,69
10478,483,0,108,0,6,36
4188,204,5,39,17,0,89
8720,32,2,1607,12,4,22
2225,510,120,550,156,40,241
4790,574,8,216,21,16,33
1131,85,0,3,0,0,7
202,332,194,377,149,125,57
9589,332,194,377,149,125,57
3900,642,14,49,0,7,57
9958,642,14,49,0,7,57
8955,35,0,4,0,0,10
10033,2,3,10,11,2,10
5751,2,3,10,11,2,10
3308,30,9,12,2,11,30
7297,5,3,10,12,7,20
8008,46,0,30,12,1,30
1232,587,54,348,71,54,130
2345,587,54,348,71,54,130
1628,354,21,311,167,75,32
5081,9,0,16,6,6,10
839,97,4,44,6,1,18
3706,19,8,29,0,12,26
5154,26,3,13,2,10,0
8584,376,53,462,168,53,53
6583,390,22,323,104,35,107
3433,390,22,323,104,35,107
10486,476,75,162,29,151,97
8687,121,62,90,68,20,125
7842,18,7,34,10,2,3
3749,627,91,597,159,91,15
1331,12,6,20,30,1,3
5995,165,3,147,4,24,41
8985,806,80,161,120,11,33
2798,763,29,138,76,176,58
7108,205,20,47,23,2,56
2781,1003,34,536,134,51,34
3623,4,0,16,17,4,4
194,23,0,11,3,2,2
10833,790,19,133,12,0,19
2315,10,0,11,17,29,29
6336,13,2,14,8,7,4
10738,40,0,19,2,1,3
8286,98,1,17,0,1,5
2166,12,1,3,0,0,7
10691,11,0,10,0,2,20
9739,62,0,22,3,1,26
1829,1148,0,60,0,0,24
6260,984,51,432,180,120,190
10448,172,41,86,45,6,27
1343,368,24,68,38,0,88
4749,368,24,68,38,0,88
531,941,14,397,76,58,176
6905,241,45,604,34,26,54
1045,112,10,107,30,0,20
4012,799,12,375,16,12,12
5529,406,0,30,0,0,8
4001,406,0,30,0,0,8
10420,95,14,64,2,9,38
7723,709,93,374,104,80,80
2963,709,93,374,104,80,80
10634,90,67,165,30,43,11
5180,128,0,16,0,1,4
6866,8,0,14,2,3,7
1328,261,42,144,55,48,133
1139,1050,14,322,0,14,112
4961,29,0,25,2,2,3
5177,298,7,68,4,0,19
2075,377,10,540,80,30,10
3428,919,0,505,99,30,45
4500,919,0,505,99,30,45
7369,25,6,25,6,0,0
4381,163,2,40,8,11,11
9964,162,50,100,55,30,27
1630,162,50,100,55,30,27
5012,5,4,13,8,0,4
6918,5,4,13,8,0,4
7822,198,18,252,32,108,54
10156,215,63,507,231,31,190
3033,112,17,44,34,22,89
4119,112,17,44,34,22,89
11110,2,1,1,0,0,1
332,198,2,43,0,12,20
737,1493,86,454,112,43,43
10319,1090,12,96,16,12,60
2683,295,106,271,75,98,65
3445,216,162,224,101,92,162
10913,3,2,12,0,1,9
4427,536,27,590,38,107,67
8717,1149,71,449,69,71,26
2066,70,0,11,2,8,23
3340,244,15,108,4,15,50
8685,244,15,108,4,15,50
4149,586,66,653,17,0,26
8726,77,8,44,10,10,25
2295,539,30,92,80,46,38
3283,200,193,100,46,185,185
1915,794,115,243,150,0,205
800,23,1,6,0,0,2
9166,387,84,141,73,35,162
5147,774,70,118,182,187,93
13,19,0,5,0,0,8
8557,11,3,22,2,2,6
8724,11,3,22,2,2,6
9381,328,9,124,12,24,109
9384,328,9,124,12,24,109
3560,901,31,345,75,31,191
241,901,31,345,75,31,191
7521,901,31,345,75,31,191
9799,866,21,151,28,21,86
5123,37,12,23,8,11,52
448,308,85,137,102,45,118
4837,753,43,226,69,10,204
9365,1048,0,217,0,0,12
8932,960,28,183,220,70,70
7055,888,0,57,0,0,76
3537,31,3,31,2,8,4
9081,4,1,6,4,1,9
4988,19,6,20,0,5,12
1050,14,10,13,4,15,9
5610,7,3,10,8,1,7
3526,32,0,5,0,0,1
5136,654,7,92,0,15,30
1411,204,34,204,172,153,173
701,707,21,250,85,43,73
6203,499,149,815,173,49,49
7192,172,73,93,95,78,34
5181,2,4,2,0,11,5
9220,576,172,961,125,115,19
7734,471,102,125,212,61,245
10446,184,23,446,30,23,23
5524,635,88,546,172,88,88
3830,295,21,78,39,13,13
5186,576,7,115,19,7,7
8514,8,0,7,3,1,1
7165,381,35,172,56,86,93
10236,16,3,25,6,1,13
2392,44,4,21,6,0,27
1920,44,4,21,6,0,27
3673,371,17,238,23,24,106
1453,735,40,183,52,20,30
4518,386,172,183,185,132,111
8969,548,31,422,0,112,28
387,6,16,11,11,1,16
1079,1000,0,76,0,0,10
164,206,0,46,3,2,12
3434,483,72,567,94,12,108
5721,611,76,749,59,45,26
8418,7,10,17,8,6,13
5300,19,7,19,0,1,24
10424,265,138,553,224,23,92
11171,292,3,77,10,3,26
1600,292,3,77,10,3,26
7851,161,0,253,199,191,122
10701,713,0,264,120,80,34
891,6,0,2,2,0,1
6912,593,30,91,29,22,7
5967,26,2,19,10,5,8
2109,448,71,951,40,17,17
6292,1311,0,359,46,89,17
8537,526,80,553,123,94,53
9576,86,4,56,2,4,7
5935,547,7,140,0,7,63
10264,1,2,8,4,3,13
234,1,2,8,4,3,13
3202,1166,0,48,0,0,36
1103,1486,55,278,49,0,185
610,349,4,78,6,0,43
4480,365,3,15,4,3,11
10660,349,7,35,0,0,47
9353,515,47,267,62,66,38
4120,88,39,78,58,13,93
2836,10,1,7,0,0,1
9579,53,1,34,2,0,16
5841,606,7,155,10,0,54
3174,1492,38,287,50,57,33
5536,1492,38,287,50,57,33
2061,78,0,11,0,0,10
8477,5,1,13,3,5,1
640,356,80,329,138,17,106
3828,533,10,217,198,174,195
4093,216,9,57,20,9,125
8624,183,33,493,59,103,57
2802,196,25,607,67,17,49
368,91,65,52,10,44,28
3599,575,80,428,208,93,80
3389,726,53,363,123,107,161
10710,5,2,3,3,0,5
7118,833,80,363,52,26,174
4937,12,2,20,3,2,5
1127,938,19,843,25,95,38
833,56,0,14,0,0,2
3565,56,0,14,0,0,2
6086,445,25,706,80,76,48
1763,1259,172,815,97,148,33
4697,248,3,81,4,3,51
182,284,0,55,0,6,52
1165,239,13,143,45,4,52
5386,1111,24,790,160,45,172
6024,1111,24,790,160,45,172
2678,52,12,50,4,36,55
5790,25,6,16,20,0,5
236,28,23,29,29,14,47
6001,614,35,160,58,35,35
6250,710,15,30,20,0,0
1168,322,53,899,34,40,53
10749,73,18,66,7,12,2
2926,1241,0,80,0,13,40
716,529,0,356,63,28,0
6544,529,0,356,63,28,0
4298,5,0,4,0,0,1
5823,35,0,2,0,0,2
8375,447,0,28,0,0,43
5723,81,1,31,2,1,0
5763,123,17,171,39,0,30
8727,587,43,337,42,87,54
3056,587,43,337,42,87,54
8442,9,0,7,3,4,7
3712,212,5,33,7,0,2
10722,293,8,124,11,4,106
2406,376,4,94,12,9,24
7313,570,73,614,133,102,73
2656,23,1,7,0,4,24
1993,867,0,86,0,0,19
4136,10,17,18,8,26,40
2928,789,0,142,12,9,38
2920,789,0,142,12,9,38
6661,757,80,217,29,80,11
5462,757,80,217,29,80,11
10897,757,80,217,29,80,11
10542,29,4,34,2,4,4
5756,46,0,7,0,0,2
3570,159,2,51,6,2,24
1072,70,0,17,0,0,6
9606,882,29,514,38,29,44
2730,536,11,387,149,91,57
2995,291,10,689,84,10,0
8210,318,3,17,4,7,56
773,379,4,93,12,9,98
5272,378,0,88,19,4,73
5125,333,0,815,129,42,29
4391,635,15,100,20,7,131
6283,635,15,100,20,7,131
3421,635,15,100,20,7,131
5731,12,0,13,2,0,10
7152,12,0,13,2,0,10
3919,960,0,883,50,38,0
6097,313,8,104,6,4,126
5150,0,4,7,11,10,15
10479,749,40,294,121,160,147
5966,203,0,10,0,0,2
3439,157,6,39,6,13,75
6609,1,26,25,17,23,15
5393,22,0,6,6,2,6
9014,39,1,16,2,0,3
4050,42,16,29,12,20,8
6862,1,1,3,1,1,1
8315,4,2,11,2,0,4
5184,4,2,11,2,0,4
3643,750,8,125,11,8,26
2589,25,3,16,8,5,2
4887,10,5,28,11,1,8
10104,4,0,2,0,0,2
3254,407,70,239,103,88,53
2004,619,54,260,127,54,54
6142,629,17,177,69,0,8
8553,30,0,9,0,0,3
9805,320,48,133,39,72,48
849,320,48,133,39,72,48
1606,3,1,8,4,3,3
125,215,7,33,3,0,13
9305,311,26,640,180,37,121
4706,29,0,5,0,1,5
4437,112,6,92,3,9,38
3081,7,2,6,2,0,3
3536,7,11,3,10,4,20
8686,5,23,15,0,18,14
9707,1103,0,45,0,0,34
10872,1103,0,45,0,0,34
9058,1060,21,530,32,0,224
4640,561,85,171,25,123,114
2525,153,64,123,116,64,14
9503,39,33,130,41,26,44
10704,404,0,92,28,27,142
2669,375,152,335,93,91,81
10037,375,152,335,93,91,81
5680,10,4,7,0,6,3
3726,4,1,9,3,0,0
4548,23,4,10,0,2,15
4599,411,0,26,0,0,21
879,411,0,26,0,0,21
7409,211,2,30,7,7,10
1964,446,107,768,33,196,53
0,239,10,554,254,87,54
4860,7,2,8,3,2,3
425,374,64,116,84,25,64
9500,221,104,169,102,78,84
3074,1218,107,304,23,143,33
5140,1047,0,140,67,38,153
2611,1206,55,445,168,18,18
916,20,3,4,2,0,2
10413,274,83,216,151,141,224
3696,27,1,12,2,0,10
304,19,3,19,4,5,26
5113,584,100,835,65,83,35
2863,738,20,172,52,50,20
4597,889,55,685,168,92,129
675,146,0,93,7,13,73
4483,315,26,473,220,12,182
1502,18,3,19,3,3,6
736,18,3,19,3,3,6
4487,15,20,25,2,7,26
3412,815,8,53,11,0,70
1744,9,7,13,3,2,20
5837,247,8,160,6,8,65
3422,1115,12,128,33,12,76
7462,68,0,226,51,157,68
10702,185,8,133,56,56,12
2115,54,0,10,0,0,2
4138,411,106,147,54,115,66
11091,7,2,9,2,0,2
7712,182,17,259,77,70,29
3535,251,108,334,65,92,117
5899,28,0,6,1,1,13
8749,20,2,9,4,6,20
10955,416,46,925,60,107,46
9491,14,1,21,2,3,25
5286,112,1,54,7,7,36
3409,141,8,129,3,11,47
2544,50,1,27,6,7,1
2118,166,75,96,119,107,59
9370,562,81,276,80,40,81
4864,72,7,58,13,1,24
405,315,0,31,4,0,91
10513,438,169,565,91,169,70
5138,19,1,14,3,2,4
8387,134,8,76,6,0,11
378,283,112,151,51,72,125
5846,2,1,6,2,1,1
8870,75,12,141,43,39,187
10340,75,12,141,43,39,187
7290,347,44,534,17,0,26
8895,347,44,534,17,0,26
3635,492,0,37,7,0,42
11178,15,2,10,0,1,4
2410,364,40,425,158,60,50
3281,206,10,67,30,27,71
9905,135,1,41,10,1,67
2437,861,138,461,60,30,61
2565,1016,12,215,16,12,63
7912,8,15,27,0,20,33
7072,432,79,341,177,136,170
1409,270,3,27,39,6,99
5314,270,3,27,39,6,99
7215,722,27,102,44,72,168
8858,516,0,21,0,0,5
895,410,16,114,0,5,49
10313,159,4,45,6,2,38
642,1,3,2,20,30,47
8504,350,60,568,110,133,145
1020,350,60,568,110,133,145
3717,403,24,29,6,24,218
7646,218,63,282,137,35,70
5796,560,21,442,29,44,29
8625,15,1,23,0,5,1
5407,729,17,133,11,0,195
4356,1224,28,140,0,14,168
2886,1121,0,72,0,12,12
10057,503,27,419,90,139,153
10741,172,12,112,8,0,15
5491,172,12,112,8,0,15
4442,31,19,35,26,14,52
3972,266,6,51,8,6,64
2431,12,4,19,12,6,14
7899,1245,33,332,21,33,16
9703,77,2,35,0,1,69
6927,224,0,30,0,0,10
7005,479,35,179,28,7,85
246,199,9,57,20,21,6
4796,18,10,3,3,5,0
4725,30,2,25,0,1,9
3286,13,2,15,2,2,8
10680,45,0,16,2,1,6
4297,13,2,18,6,1,0
7327,21,5,3,10,1,7
1553,966,168,672,246,105,126
1665,1459,0,61,0,15,215
10640,87,5,71,7,12,29
7620,5,11,16,21,8,45
7761,13,11,24,13,8,40
5062,35,0,4,0,0,0
6349,621,73,414,78,48,85
3386,34,4,66,3,10,20
8175,34,4,66,3,10,20
6245,378,14,68,19,14,14
8780,378,14,68,19,14,14
2276,430,16,322,43,24,33
1172,979,44,935,29,25,22
3225,116,11,72,3,17,46
8629,19,1,10,2,1,8
798,2,0,6,8,6,5
269,777,30,163,0,51,122
8213,6,4,9,6,36,35
10245,160,80,369,67,39,41
2447,4,12,15,19,7,12
9817,853,10,143,13,10,20
1371,123,164,266,227,30,174
8093,572,8,232,23,62,17
713,141,15,153,67,31,35
11051,492,19,110,16,12,12
5545,572,8,259,34,35,80
5283,93,1,21,0,4,25
5010,2,8,8,6,1,9
7495,77,28,31,16,0,4
4368,42,7,43,20,12,10
6303,410,73,747,76,161,30
1030,22,0,13,0,0,3
10364,0,0,1,2,12,5
6945,387,20,713,38,54,163
8562,127,4,73,15,6,11
2918,44,5,19,0,4,19
9167,465,71,250,93,35,62
4743,689,8,167,11,8,88
10742,532,21,127,26,20,20
10965,983,20,389,240,50,40
7129,686,17,142,23,26,35
3732,393,0,239,90,69,69
7124,43,4,12,8,0,27
10686,15,0,4,0,0,2
7247,505,0,26,0,0,75
1513,600,21,128,223,150,128
460,792,86,740,67,51,17
6653,293,0,87,4,11,23
9400,630,26,611,44,18,54
7106,483,0,591,156,0,12
4252,213,5,28,7,7,41
9240,458,0,24,6,4,34
10770,247,161,295,210,85,47
176,90,38,67,33,36,67
6870,182,2,49,17,13,20
143,466,0,224,119,49,99
6445,243,101,405,29,40,40
4278,910,111,724,49,74,55
6906,167,48,602,63,72,72
4637,960,64,464,146,0,16
8690,399,28,756,36,40,126
1173,1200,105,758,0,42,147
1928,35,3,20,4,1,20
9029,707,44,603,95,58,29
10299,389,91,248,64,49,41
9246,171,3,129,26,24,62
4943,1379,33,216,0,33,66
4122,504,23,117,179,28,44
2853,60,51,87,6,20,51
902,224,12,48,4,12,12
1672,204,7,149,20,15,66
7254,39,0,56,20,8,14
8775,39,0,56,20,8,14
9543,3,6,5,0,2,6
7093,3,6,5,0,2,6
2894,1067,138,750,0,19,39
5956,144,2,99,7,2,30
1921,46,1,12,3,0,9
5057,264,47,188,54,47,11
10260,202,5,74,11,5,14
2262,202,5,74,11,5,14
7930,101,13,76,20,18,40
1461,17,1,12,3,1,4
7514,84,10,34,11,10,28
6461,581,49,157,43,8,108
257,952,12,180,47,12,12
9460,30,3,47,19,21,42
3855,30,3,47,19,21,42
367,47,90,94,123,103,120
9265,925,64,179,133,12,77
1990,965,34,586,89,86,37
3594,539,6,91,8,6,97
9292,324,132,693,27,118,88
6218,457,4,29,0,0,9
6528,2,2,2,2,1,1
10164,1017,33,417,108,100,16
9937,187,81,149,25,43,91
274,9,3,15,2,3,2
5250,532,126,490,164,126,126
11010,19,3,18,3,1,0
6969,99,13,66,43,8,4
10735,14,1,7,2,1,1
5068,14,1,7,2,1,1
9974,15,6,20,4,5,20
7053,604,28,674,91,28,28
3179,249,153,940,58,134,38
8082,1,3,6,3,6,15
1362,33,87,64,175,16,74
6768,22,1,8,2,1,2
2375,8,0,5,0,3,6
6856,14,0,23,4,5,19
4066,1,5,8,4,8,20
4333,41,0,10,0,0,3
2948,104,12,48,4,12,5
4927,8,3,22,21,1,13
7426,111,16,37,7,9,18
8360,111,16,37,7,9,18
4058,618,15,106,20,7,45
10755,6,3,14,15,7,36
8414,56,0,12,0,0,18
6810,267,98,606,48,70,98
3839,6,12,3,21,6,40
3483,1039,43,204,153,58,29
238,515,47,181,149,95,95
591,293,35,179,46,59,65
5063,41,5,129,10,3,3
4303,107,2,12,2,2,12
2258,8,4,15,7,6,2
7301,4,22,11,3,7,32
11121,2,14,28,16,3,7
5287,45,2,26,4,1,1
6457,527,24,230,32,24,65
3559,12,11,10,3,12,9
5577,8,0,9,2,1,3
641,59,0,12,0,0,48
954,3,3,24,34,7,31
1834,30,5,23,4,1,4
8789,35,40,111,36,40,12
10584,225,162,387,106,36,29
2337,9,1,24,2,1,2
6071,493,70,324,146,40,84
295,493,70,324,146,40,84
10203,11,7,9,3,1,11
3968,918,10,129,13,0,129
4037,3,1,3,8,0,5
6932,1285,42,716,55,0,21
10159,440,81,368,0,122,174
1177,80,3,26,4,2,14
9426,691,0,69,10,0,130
10637,24,0,27,8,30,10
10826,6,1,7,23,4,19
4086,6,1,7,23,4,19
10304,6,1,7,23,4,19
7998,53,8,17,13,0,21
10992,650,28,353,45,42,30
6383,26,0,15,2,1,2
10536,26,0,15,2,1,2
6036,1168,92,408,72,129,55
11092,12,1,21,2,2,3
538,31,9,27,16,9,33
10022,12,0,4,0,0,0
10157,89,15,89,34,42,5
3503,255,47,573,52,32,15
146,760,53,400,17,93,0
5538,897,161,430,186,161,27
3910,897,161,430,186,161,27
4227,28,0,13,4,2,8
6634,22,3,18,0,0,11
8916,9,1,5,0,0,1
6460,12,4,6,11,8,16
5883,138,120,204,16,126,60
10091,520,20,367,39,81,40
697,972,59,913,25,19,59
2607,424,17,118,7,23,41
8427,556,14,717,210,0,43
217,556,14,717,210,0,43
6202,571,50,142,33,50,159
3856,571,50,142,33,50,159
10648,398,96,447,220,96,32
5120,398,96,447,220,96,32
6749,957,47,494,82,47,95
1584,171,7,171,25,19,89
9559,944,0,60,0,0,30
771,135,9,39,4,0,7
5237,28,1,21,3,0,10
2461,26,1,11,0,1,4
5474,45,7,99,4,25,43
2895,104,1,54,13,9,14
7972,400,32,519,71,75,54
10067,4,0,4,0,0,5
500,908,43,735,40,194,21
922,16,2,11,3,0,16
2861,9,1,6,3,0,4
375,516,56,449,86,33,16
10936,597,166,597,172,166,249
10314,847,66,119,86,89,111
4240,4,9,16,17,0,12
2674,543,10,205,160,143,82
2563,1,9,7,2,14,10
8312,1,9,7,2,14,10
6999,656,16,106,32,16,8
7574,11,0,13,2,4,11
5223,33,8,10,2,10,3
2952,29,3,30,3,2,9
7683,554,35,113,0,7,78
9481,9,9,11,13,10,16
9907,742,28,152,25,9,57
5454,37,0,7,3,0,3
3798,24,2,23,0,8,24
7281,81,11,50,3,2,39
4259,6,0,4,0,0,0
2549,17,0,9,0,0,1
6437,21,8,20,15,3,9
2488,23,1,25,0,8,7
3945,618,44,215,0,17,36
702,162,61,83,97,57,61
9010,968,147,842,137,42,210
9710,708,7,62,0,0,15
1509,152,27,103,106,54,81
9120,747,10,161,65,40,42
5252,16,12,18,7,1,13
5959,158,0,23,0,0,18
7441,958,159,447,20,0,31
4271,46,35,69,84,41,66
4095,167,37,64,49,34,116
8852,387,126,342,0,45,180
7698,152,3,22,2,5,7
4174,97,1,19,2,0,11
3182,96,1,79,7,1,79
193,0,0,2,3,3,8
5229,30,1,8,0,0,3
5555,1,1,1,1,1,1
7732,293,0,124,179,97,52
310,330,5,159,36,27,16
6261,270,31,88,11,48,22
6274,1076,16,417,42,48,16
1655,16,3,15,2,1,11
2740,62,1,16,3,2,6
4328,5,1,7,17,14,11
17,637,47,237,12,19,76
9153,418,61,428,80,51,10
520,3,3,7,6,2,9
8372,3,3,7,6,2,9
73,14,0,3,0,0,1
2002,587,51,932,180,34,86
6059,986,36,168,16,0,108
11166,229,5,56,3,2,20
6257,255,43,134,37,14,24
9224,825,8,53,11,0,242
8732,1298,0,70,37,14,42
955,167,2,44,6,2,19
4910,1132,134,384,175,134,115
564,746,8,125,11,8,8
8931,812,99,431,237,149,33
1998,34,6,21,11,4,8
1250,34,6,21,11,4,8
8397,18,0,5,0,0,11
9672,8,3,9,19,4,22
2125,194,61,480,225,112,30
5975,37,0,17,0,0,3
983,110,29,92,28,10,145
9938,519,17,813,27,173,51
4385,23,0,15,0,2,7
1612,23,0,15,0,2,7
803,12,0,5,0,0,4
