ID,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
1160,4,3,0,3,8
9214,1,5,1,6,5
273,5,3,1,4,7
851,9,5,2,10,6
9729,6,8,2,7,7
9665,4,5,2,5,6
2620,1,1,0,2,8
8254,1,1,0,2,8
3852,4,9,2,12,5
1000,4,9,2,12,5
3099,5,5,2,4,9
6318,1,9,7,13,4
5396,1,9,7,13,4
7966,3,11,5,11,5
454,2,11,4,11,6
309,3,8,3,5,6
3571,3,8,3,5,6
8395,1,3,6,12,6
2591,2,6,3,4,2
1640,2,1,1,4,3
810,2,4,2,11,2
9423,2,2,0,4,5
4345,1,1,0,2,7
89,2,2,0,4,6
5294,3,3,0,4,7
1321,3,3,0,3,8
2686,1,1,0,2,7
1215,1,5,10,7,3
9283,1,0,0,3,4
3120,1,1,0,2,8
5868,2,1,0,3,7
8143,2,4,2,5,7
3479,1,2,0,3,7
7214,1,4,8,5,3
5543,5,7,2,11,5
9347,1,1,0,3,5
10160,1,1,0,3,5
1406,8,6,3,5,7
7019,4,3,1,5,4
2157,4,2,0,4,6
8939,6,5,2,12,5
10250,1,1,0,2,7
1272,4,7,5,10,5
3007,2,1,0,3,8
5513,2,1,0,3,8
679,2,1,0,3,9
8876,5,3,1,4,9
10827,4,3,0,4,9
7300,3,8,1,7,5
4268,1,3,1,4,4
4603,2,5,4,10,4
8659,2,6,8,11,2
10708,1,1,0,3,7
1176,1,1,0,2,8
10380,1,3,0,3,8
7037,3,4,2,8,6
11096,2,2,1,7,2
6374,5,5,2,4,8
5552,6,4,2,5,6
2245,3,2,1,4,6
6200,2,6,6,9,3
9904,5,6,5,12,3
10031,5,3,0,4,8
6642,4,2,1,4,6
10882,4,4,3,6,4
5636,1,4,0,3,8
8692,6,4,1,5,8
8091,1,6,4,6,5
8080,1,0,0,3,4
8370,2,7,3,6,4
4550,1,1,1,3,5
3381,2,2,0,4,6
10556,4,6,1,6,7
9467,1,1,0,3,6
2891,2,8,9,4,6
5011,2,8,9,4,6
8140,3,2,1,4,4
11039,2,5,2,4,5
78,1,1,1,2,8
5517,1,1,1,2,8
5290,5,5,1,5,8
4128,2,7,4,7,5
8534,4,6,5,13,4
9592,2,2,0,3,8
8957,8,6,3,5,6
9308,1,3,4,6,1
544,1,3,4,6,1
5989,1,10,2,11,8
635,8,9,1,7,8
6673,1,3,0,3,8
1710,7,6,1,4,9
523,1,2,0,4,5
8977,1,0,0,3,4
9736,3,3,0,3,8
1544,1,4,2,10,2
6575,8,9,1,7,9
6147,1,0,1,2,7
6354,2,1,1,2,8
4769,7,8,2,6,7
7540,2,2,1,8,2
5247,2,1,0,4,4
5987,2,1,0,4,5
9960,1,1,0,2,7
10972,1,4,3,6,1
1399,1,3,7,9,1
2698,3,6,3,5,6
6340,2,1,0,3,6
4107,2,4,6,4,5
10906,2,4,6,4,5
2557,1,1,1,2,4
8786,4,6,1,7,6
7187,7,4,10,4,3
6119,1,1,0,2,6
2980,4,3,0,3,8
3850,1,1,0,3,6
1077,1,7,3,4,4
9733,1,1,1,2,6
8462,1,1,1,2,6
4764,4,3,1,4,7
2223,8,8,9,8,6
7788,1,0,0,3,3
5827,4,3,1,3,5
2958,3,2,1,4,4
4954,6,4,2,5,6
3139,1,4,4,10,2
9952,1,4,7,5,1
8180,3,6,1,5,6
3276,1,3,0,3,7
4994,1,7,5,13,3
3598,4,4,2,12,4
945,2,3,0,4,7
5048,1,3,1,2,8
6214,1,2,0,3,6
6230,5,5,0,4,8
2968,2,7,10,5,6
8800,2,7,10,5,6
1907,5,8,4,9,7
10478,5,11,1,6,9
4188,3,5,2,4,8
8720,0,0,0,1,0
2225,1,4,9,7,1
4790,1,4,3,5,1
1131,1,2,0,4,3
202,0,4,6,7,1
9589,0,4,6,7,1
3900,1,9,2,9,5
9958,1,9,2,9,5
8955,1,1,1,2,5
10033,1,1,0,3,6
5751,1,1,0,3,6
3308,3,2,0,4,4
7297,4,3,1,3,7
8008,1,2,0,4,6
1232,1,4,4,8,2
2345,1,4,4,8,2
1628,1,9,3,4,4
5081,1,1,0,3,8
839,1,3,1,4,5
3706,1,2,2,2,7
5154,1,2,0,3,6
8584,1,2,7,7,0
6583,1,6,8,6,3
3433,1,6,8,6,3
10486,1,4,4,8,2
8687,3,2,3,8,3
7842,3,3,0,3,8
3749,1,6,5,12,3
1331,2,2,0,3,7
5995,7,6,2,5,8
8985,5,10,7,10,6
2798,0,7,9,10,4
7108,6,5,2,5,5
2781,1,4,6,6,2
3623,3,4,0,3,7
194,1,1,0,3,6
10833,3,8,3,13,6
2315,1,1,2,2,4
6336,4,2,0,4,6
10738,1,2,0,3,7
8286,1,3,0,4,7
2166,1,0,1,2,4
10691,1,1,1,2,6
9739,2,2,2,2,7
1829,3,9,5,4,7
6260,1,3,10,13,1
10448,5,5,3,5,7
1343,6,8,2,6,7
4749,6,8,2,6,7
531,11,8,5,9,6
6905,1,6,4,10,2
1045,2,5,2,4,7
4012,5,7,6,5,6
5529,7,8,2,5,7
4001,7,8,2,5,7
10420,1,4,2,3,7
7723,1,8,6,6,3
2963,1,8,6,6,3
10634,1,4,2,8,3
5180,2,4,0,4,7
6866,1,1,0,3,5
1328,3,4,4,9,3
1139,1,5,11,5,2
4961,4,2,1,4,4
5177,2,6,2,6,6
2075,1,3,5,7,1
3428,1,4,9,10,2
4500,1,4,9,10,2
7369,2,2,0,3,8
4381,7,3,1,6,6
9964,1,4,2,8,4
1630,1,4,2,8,4
5012,1,1,0,3,8
6918,1,1,0,3,8
7822,2,4,6,8,3
10156,1,8,4,7,3
3033,1,2,5,3,3
4119,1,2,5,3,3
11110,0,0,0,0,14
332,3,4,1,6,6
737,2,4,4,5,2
10319,4,3,4,11,8
2683,4,6,4,12,6
3445,2,7,4,10,5
10913,1,1,0,2,8
4427,1,5,10,12,6
8717,1,11,8,8,5
2066,1,2,1,3,6
3340,6,7,1,6,8
8685,6,7,1,6,8
4149,1,5,9,6,2
8726,5,3,1,4,6
2295,1,5,3,13,3
3283,2,6,2,12,3
1915,1,8,5,6,3
800,2,1,0,3,4
9166,3,4,4,12,2
5147,1,4,9,13,1
13,2,1,0,3,6
8557,2,2,0,3,6
8724,2,2,0,3,6
9381,7,4,2,10,3
9384,7,4,2,10,3
3560,1,4,4,11,1
241,1,4,4,11,1
7521,1,4,4,11,1
9799,3,2,2,12,5
5123,1,2,1,3,7
448,2,6,2,11,5
4837,2,8,5,13,4
9365,5,11,3,5,6
8932,4,9,6,6,6
7055,2,8,5,11,5
3537,3,3,0,4,8
9081,1,1,1,2,5
4988,3,1,1,4,4
1050,1,2,1,4,2
5610,2,1,0,3,7
3526,2,1,0,3,7
5136,7,9,4,8,6
1411,1,2,9,4,1
701,2,6,2,8,2
6203,1,6,7,12,3
7192,2,2,4,10,1
5181,1,1,0,2,9
9220,1,8,6,5,3
7734,1,4,10,7,1
10446,1,5,4,7,2
5524,3,8,10,4,7
3830,1,4,4,7,3
5186,2,7,4,9,6
8514,1,1,0,3,6
7165,2,8,2,10,5
10236,2,2,0,3,8
2392,2,3,0,3,7
1920,2,3,0,3,7
3673,3,7,5,11,5
1453,2,9,3,13,6
4518,2,9,5,11,5
8969,4,5,5,11,3
387,1,2,0,3,8
1079,3,3,4,9,8
164,2,5,1,5,8
3434,1,4,4,10,1
5721,1,7,10,6,2
8418,2,2,0,3,7
5300,1,2,1,2,7
10424,1,4,4,9,1
11171,7,6,3,5,7
1600,7,6,3,5,7
7851,1,3,7,11,1
10701,1,7,8,12,4
891,1,1,0,2,5
6912,1,6,3,12,4
5967,3,2,1,3,8
2109,1,6,11,10,2
6292,1,4,3,10,2
8537,1,3,10,7,2
9576,3,4,0,4,9
5935,3,7,5,8,5
10264,2,1,1,2,7
234,2,1,1,2,7
3202,1,4,4,10,8
1103,2,4,4,10,6
610,8,7,2,6,8
4480,5,7,2,5,6
10660,3,8,2,4,7
9353,2,5,5,4,3
4120,2,6,1,4,7
2836,1,1,0,2,8
9579,3,2,2,2,8
5841,5,10,3,8,7
3174,1,5,10,4,6
5536,1,5,10,4,6
2061,1,2,0,4,6
8477,1,1,0,3,7
640,2,7,6,10,5
3828,2,7,6,13,4
4093,7,4,3,5,5
8624,1,4,3,10,2
2802,1,4,6,7,2
368,3,3,2,6,5
3599,3,8,4,8,5
3389,4,8,9,13,5
10710,1,1,0,2,8
7118,2,9,5,6,6
4937,1,1,0,3,7
1127,1,6,6,7,2
833,3,3,0,3,7
3565,3,3,0,3,7
6086,1,6,5,12,2
1763,1,7,11,10,4
4697,3,7,1,5,8
182,4,6,2,5,8
1165,9,6,2,7,6
5386,0,5,8,5,2
6024,0,5,8,5,2
2678,3,5,0,3,9
5790,2,2,0,3,8
236,3,2,1,4,6
6001,2,5,8,10,5
6250,3,11,2,8,8
1168,1,4,6,10,2
10749,15,0,1,0,19
2926,3,3,6,11,8
716,3,6,7,11,3
6544,3,6,7,11,3
4298,1,1,0,2,8
5823,2,1,0,4,5
8375,3,8,2,6,7
5723,1,1,1,5,2
5763,5,6,2,5,6
8727,3,11,6,9,6
3056,3,11,6,9,6
8442,2,1,0,3,7
3712,1,3,2,6,4
10722,2,6,6,3,6
2406,3,6,2,8,5
7313,1,6,5,11,3
2656,1,1,1,2,7
1993,3,2,3,9,8
4136,4,3,2,2,9
2928,2,2,4,8,8
2920,2,2,4,8,8
6661,5,9,6,12,6
5462,5,9,6,12,6
10897,5,9,6,12,6
10542,3,3,0,3,9
5756,2,2,0,3,6
3570,3,4,1,5,5
1072,2,2,1,3,6
9606,1,4,2,6,3
2730,1,3,4,10,1
2995,1,3,4,9,1
8210,5,4,1,8,4
773,7,6,6,4,6
5272,4,8,5,3,7
5125,1,4,10,11,2
4391,1,9,3,9,6
6283,1,9,3,9,6
3421,1,9,3,9,6
5731,1,1,0,3,7
7152,1,1,0,3,7
3919,1,5,6,8,3
6097,9,8,1,6,9
5150,2,2,0,3,6
10479,1,3,2,5,1
5966,5,3,1,6,6
3439,5,4,1,5,6
6609,1,3,0,3,9
5393,1,1,0,3,7
9014,4,3,0,3,8
4050,1,2,1,4,3
6862,15,0,0,0,20
8315,1,1,0,2,6
5184,1,1,0,2,6
3643,1,4,3,6,2
2589,2,2,1,3,6
4887,1,2,0,3,5
10104,1,1,0,2,7
3254,1,5,4,4,2
2004,1,4,7,5,1
6142,1,5,3,5,2
8553,2,1,0,3,6
9805,4,6,2,10,4
849,4,6,2,10,4
1606,1,1,0,2,8
125,6,5,1,5,7
9305,1,4,9,13,2
4706,1,1,0,3,5
4437,2,3,2,5,4
3081,1,1,0,2,7
3536,2,1,1,3,5
8686,2,2,0,3,8
9707,3,4,2,11,8
10872,3,4,2,11,8
9058,1,5,11,5,3
4640,2,4,7,13,2
2525,2,5,2,9,6
9503,2,5,1,5,8
10704,2,6,2,9,4
2669,1,5,4,6,2
10037,1,5,4,6,2
5680,1,1,0,3,6
3726,1,1,0,2,8
4548,1,1,0,3,4
4599,6,7,1,7,7
879,6,7,1,7,7
7409,2,4,1,6,5
1964,1,5,6,6,2
0,1,3,4,9,1
4860,1,1,0,3,6
425,3,6,2,11,5
9500,3,9,2,8,7
3074,1,5,8,4,6
5140,2,4,3,12,8
2611,1,2,4,12,1
916,2,1,0,3,3
10413,1,4,6,12,1
3696,2,2,0,3,7
304,3,3,0,3,7
5113,1,5,5,5,2
2863,6,2,3,10,7
4597,1,3,2,13,1
675,5,4,2,5,7
4483,1,2,10,6,1
1502,2,2,0,3,8
736,2,2,0,3,8
4487,1,2,0,4,6
3412,4,2,2,9,7
1744,1,1,1,2,6
5837,7,6,3,6,7
3422,1,2,3,4,6
7462,3,10,2,4,9
10702,2,7,1,7,7
2115,2,1,0,4,5
4138,1,5,10,7,1
11091,2,1,0,3,4
7712,1,6,2,10,4
3535,1,4,3,5,2
5899,1,1,0,0,20
8749,1,1,1,2,4
10955,1,3,6,4,1
9491,3,3,1,3,7
5286,1,3,2,4,3
3409,3,7,1,4,9
2544,1,1,1,4,1
2118,3,7,2,8,4
9370,1,6,3,6,4
4864,4,4,1,3,8
405,4,5,5,3,8
10513,1,2,3,6,7
5138,1,1,0,3,8
8387,1,4,1,5,6
378,2,7,2,10,6
5846,1,1,0,2,6
8870,6,6,1,5,8
10340,6,6,1,5,8
7290,1,3,5,12,2
8895,1,3,5,12,2
3635,3,6,3,8,5
11178,1,1,0,3,7
2410,1,3,4,8,1
3281,6,4,1,8,6
9905,5,3,3,3,6
2437,1,6,5,12,3
2565,1,4,5,10,3
7912,2,3,1,2,8
7072,2,8,5,4,4
1409,7,7,1,5,8
5314,7,7,1,5,8
7215,0,6,8,13,2
8858,4,8,2,7,8
895,3,5,2,10,5
10313,6,5,1,4,8
642,3,2,1,2,8
8504,1,5,6,7,2
1020,1,5,6,7,2
3717,2,5,5,6,3
7646,4,5,3,12,4
5796,1,4,5,13,1
8625,3,3,0,3,8
5407,5,10,6,7,7
4356,3,3,3,5,6
2886,4,10,8,10,6
10057,1,5,7,9,7
10741,4,6,1,5,7
5491,4,6,1,5,7
4442,2,1,1,5,3
3972,6,7,1,5,8
2431,1,2,0,3,8
7899,2,4,7,4,7
9703,4,3,2,2,7
6927,8,5,1,5,8
7005,1,5,3,12,2
246,7,4,1,7,4
4796,1,1,0,3,2
4725,1,1,1,4,2
3286,2,2,0,3,6
10680,1,3,0,3,7
4297,2,2,0,3,8
7327,3,1,1,4,2
1553,1,7,5,10,4
1665,5,2,5,6,5
10640,5,4,1,4,7
7620,2,2,2,2,8
7761,2,3,0,4,6
5062,1,2,0,2,8
6349,1,8,4,6,5
3386,1,2,1,4,7
8175,1,2,1,4,7
6245,2,3,5,8,3
8780,2,3,5,8,3
2276,5,4,7,11,3
1172,1,7,5,12,3
3225,4,4,1,5,6
8629,1,1,0,3,5
798,1,1,0,3,7
269,6,4,4,7,9
8213,4,2,2,3,7
10245,1,3,3,8,1
2447,2,2,0,3,7
9817,2,9,4,12,8
1371,1,2,4,9,1
8093,1,4,3,6,1
713,1,4,4,6,3
11051,4,6,3,10,4
5545,1,3,5,5,1
5283,3,2,1,4,5
5010,2,1,0,3,8
7495,2,2,1,5,4
4368,1,3,0,4,6
6303,0,5,5,12,1
1030,2,1,0,3,7
10364,1,1,0,2,8
6945,1,9,11,11,5
8562,1,2,1,7,2
2918,3,2,0,4,5
9167,3,9,2,12,6
4743,5,8,4,11,6
10742,0,4,2,5,1
10965,1,3,5,13,6
7129,8,6,4,13,6
3732,6,5,7,9,4
7124,5,2,1,4,5
10686,1,1,0,2,7
7247,5,7,4,6,6
1513,13,2,2,12,8
460,1,3,5,8,2
6653,4,7,2,5,7
9400,1,6,6,6,2
7106,1,3,5,10,1
4252,1,4,1,6,5
9240,2,6,2,8,6
10770,2,4,7,13,2
176,1,4,1,6,3
6870,1,3,1,7,2
143,1,5,3,4,2
6445,1,4,5,6,2
4278,1,10,2,6,3
6906,1,3,10,4,2
4637,1,6,9,9,3
8690,1,5,7,10,2
1173,1,4,2,6,2
1928,2,2,0,3,9
9029,1,2,8,12,1
10299,3,6,3,13,5
9246,4,6,1,6,7
4943,1,2,4,9,6
4122,1,6,5,4,4
2853,2,4,2,4,5
902,1,6,2,4,6
1672,1,5,1,8,2
7254,3,3,1,3,7
8775,3,3,1,3,7
9543,1,0,0,3,7
7093,1,0,0,3,7
2894,1,7,5,8,4
5956,5,6,1,4,8
1921,2,2,0,3,4
5057,2,4,4,10,2
10260,3,6,1,5,7
2262,3,6,1,5,7
7930,2,3,1,6,6
1461,2,2,0,3,7
7514,4,3,1,4,6
6461,1,5,6,11,2
257,2,5,4,9,3
9460,1,3,2,2,8
3855,1,3,2,2,8
367,5,9,1,5,9
9265,2,9,4,6,5
1990,1,3,5,8,3
3594,13,8,2,9,8
9292,1,4,11,7,2
6218,1,8,1,7,7
6528,1,1,0,2,8
10164,1,5,5,5,5
9937,1,2,2,12,1
274,2,2,0,3,6
5250,1,5,5,11,1
11010,3,3,0,3,8
6969,3,4,1,5,7
10735,1,2,0,2,9
5068,1,2,0,2,9
9974,1,3,1,2,7
7053,1,3,10,8,1
3179,0,6,6,7,2
8082,1,1,1,2,7
1362,1,6,1,6,7
6768,2,1,0,3,8
2375,1,0,0,3,8
6856,3,3,0,3,9
4066,2,2,1,2,6
4333,4,2,1,3,7
2948,1,2,2,5,2
4927,3,3,0,3,9
7426,3,3,1,5,3
8360,3,3,1,5,3
4058,1,11,2,8,6
10755,3,3,1,2,7
8414,2,2,0,4,7
6810,1,3,2,6,1
3839,5,2,2,3,5
3483,3,2,8,12,8
238,15,9,6,9,7
591,2,8,3,7,7
5063,3,4,1,4,9
4303,0,0,0,1,20
2258,1,1,0,3,8
7301,2,3,0,3,8
11121,4,4,0,3,9
5287,3,3,1,3,7
6457,2,6,4,12,4
3559,3,2,1,3,6
5577,1,1,0,2,6
641,1,2,2,2,4
954,1,2,1,3,5
1834,1,2,0,3,7
8789,3,3,1,7,4
10584,1,5,10,8,3
2337,3,3,0,3,6
6071,1,3,7,11,1
295,1,3,7,11,1
10203,1,1,0,3,7
3968,1,11,3,12,7
4037,1,1,0,2,7
6932,0,7,10,5,2
10159,6,11,5,9,6
1177,4,3,1,3,7
9426,4,2,6,3,8
10637,2,3,0,3,7
10826,1,1,1,2,8
4086,1,1,1,2,8
10304,1,1,1,2,8
7998,3,2,2,2,7
10992,5,4,6,11,8
6383,2,3,0,3,8
10536,2,3,0,3,8
6036,1,5,6,7,1
11092,2,2,0,3,7
538,1,1,1,4,3
10022,1,1,0,2,5
10157,1,4,1,6,4
3503,1,5,3,6,1
146,1,4,5,11,2
5538,0,4,7,6,1
3910,0,4,7,6,1
4227,3,2,1,3,5
6634,1,2,0,3,7
8916,1,0,0,3,5
6460,2,2,0,3,8
5883,3,7,4,7,5
10091,2,6,3,6,5
697,1,5,9,6,3
2607,6,8,2,8,8
8427,1,7,5,10,4
217,1,7,5,10,4
6202,4,4,5,13,2
3856,4,4,5,13,2
10648,1,5,7,6,3
5120,1,5,7,6,3
6749,4,5,3,6,8
1584,6,8,1,5,8
9559,2,7,5,13,5
771,1,2,2,5,2
5237,3,2,1,3,5
2461,2,1,0,3,3
5474,3,4,1,4,6
2895,2,3,1,5,5
7972,1,3,4,9,1
10067,1,1,0,2,7
500,1,7,7,9,2
922,2,1,1,2,8
2861,1,1,0,2,8
375,1,2,2,11,1
10936,1,5,6,4,3
10314,1,9,10,5,4
4240,2,2,1,2,8
2674,1,6,3,6,3
2563,1,2,0,3,6
8312,1,2,0,3,6
6999,1,7,3,12,3
7574,1,2,0,3,4
5223,2,2,1,3,4
2952,2,3,0,3,6
7683,3,5,3,12,3
9481,4,3,1,3,8
9907,2,6,8,10,4
5454,1,2,0,3,5
3798,3,2,1,3,6
7281,1,1,3,4,2
4259,1,1,0,2,7
2549,1,1,0,3,9
6437,1,2,0,3,7
2488,4,2,1,3,6
3945,2,11,8,4,6
702,4,4,3,8,5
9010,1,5,7,10,2
9710,2,11,3,7,8
1509,0,9,9,4,5
9120,4,4,2,9,8
5252,1,2,0,3,7
5959,6,3,1,5,8
7441,3,2,10,12,7
4271,6,4,1,6,7
4095,8,4,3,6,7
8852,5,8,4,11,6
7698,1,4,1,4,5
4174,1,2,1,4,3
3182,6,5,1,3,8
193,1,1,0,2,5
5229,1,1,0,3,7
5555,0,0,0,0,0
7732,1,7,2,10,5
310,4,4,4,9,4
6261,3,3,2,10,4
6274,1,8,10,6,3
1655,1,1,0,3,7
2740,4,2,1,4,5
4328,2,2,1,3,6
17,4,6,11,7,5
9153,3,7,8,10,5
520,1,1,0,2,7
8372,1,1,0,2,7
73,1,0,0,3,5
2002,1,5,6,5,3
6059,7,11,3,4,7
11166,2,6,2,4,7
6257,1,7,2,7,7
9224,2,8,10,5,6
8732,4,7,4,10,4
955,7,4,2,4,8
4910,1,11,5,13,7
564,7,8,6,9,6
8931,1,11,4,10,5
1998,1,2,1,3,6
1250,1,2,1,3,6
8397,2,1,1,2,7
9672,3,1,1,3,6
2125,1,3,4,8,2
5975,1,2,0,3,7
983,1,6,2,3,8
9938,1,4,6,6,2
4385,2,3,0,3,6
1612,2,3,0,3,6
803,1,0,1,2,5
10675,2,9,3,5,5
7004,3,3,1,2,9
4432,2,2,0,3,7
5079,4,2,1,3,8
4475,1,7,8,9,5
10868,2,3,4,10,3
6742,1,1,0,2,8
5692,1,1,0,3,8
339,2,9,2,5,7
10398,1,1,0,2,7
8017,2,2,0,3,6
3722,2,2,0,3,6
7326,1,1,1,3,2
2416,1,2,8,9,1
1878,1,2,0,3,7
5278,1,6,9,5,3
5734,1,2,0,4,5
4370,3,2,0,4,6
8405,2,4,2,5,3
7617,5,2,1,5,5
10339,2,4,1,4,6
6376,4,4,3,8,4
2150,1,8,9,4,4
7386,1,1,0,3,7
3006,1,1,0,3,7
11088,1,4,9,4,6
5185,1,4,3,5,2
3523,2,5,4,8,3
55,4,7,2,9,6
3807,3,9,2,9,6
2453,3,5,3,12,5
7787,3,5,3,12,5
2230,3,3,1,3,5
8146,1,1,1,2,6
988,1,6,4,7,3
4832,2,2,2,2,7
3152,3,2,1,3,5
11188,3,2,1,3,5
361,1,1,0,2,7
5939,4,3,1,3,5
9349,1,6,5,11,2
819,1,6,5,13,3
10120,2,3,1,6,5
4541,2,3,1,6,5
2456,5,2,1,5,6
2516,2,1,2,2,4
11013,1,2,8,6,1
9988,3,6,3,13,4
1627,1,5,7,9,4
1490,5,10,3,8,8
6710,1,2,0,4,6
7375,2,8,2,4,8
10144,2,8,2,4,8
3138,0,7,9,6,4
1440,2,9,5,9,7
4200,4,4,1,6,5
4998,1,4,5,4,2
7321,1,4,5,4,2
8663,1,1,0,2,6
1958,6,8,2,9,5
6963,1,2,5,10,1
1065,1,5,8,5,2
2712,1,6,3,10,3
6049,1,7,8,11,3
6605,1,9,4,6,7
11181,0,0,0,0,0
5234,2,1,1,3,5
5253,6,4,2,4,7
11148,1,1,0,2,8
6289,2,3,1,4,5
9743,2,11,8,8,6
9209,1,4,6,13,2
6417,1,4,6,13,2
7937,1,3,0,3,7
6488,1,3,2,2,5
3194,1,4,4,10,1
231,2,2,0,3,5
9697,3,7,2,8,6
4676,2,9,6,8,5
8079,3,2,1,3,3
10032,4,3,1,3,6
10505,1,3,4,7,2
2005,2,2,0,4,6
6940,4,3,2,3,6
2304,2,6,3,12,4
3170,1,4,4,6,2
10466,2,1,0,4,4
7325,1,1,0,3,5
455,1,4,1,4,6
7592,1,4,1,4,6
4547,2,1,0,3,8
6825,1,1,0,2,7
2961,2,6,3,4,6
8700,3,2,1,3,7
2278,2,2,1,3,6
10703,4,3,2,2,8
9,4,3,2,2,8
2804,4,3,2,2,8
4915,4,5,2,12,5
3010,1,4,7,8,1
4279,2,1,1,3,3
2564,2,3,1,4,6
1137,1,4,5,7,1
5084,1,6,4,13,4
7094,1,6,4,13,4
6327,1,2,8,6,1
6131,2,4,2,8,3
5798,1,2,4,8,1
10379,5,5,2,9,6
606,1,1,0,2,7
7801,3,5,2,11,4
2445,1,2,0,3,8
5346,3,3,0,3,7
550,2,3,3,13,2
4478,8,11,1,6,8
2350,7,3,2,8,8
1118,3,10,4,5,8
1491,2,3,4,7,1
4507,1,6,7,8,3
7023,4,6,1,4,9
6977,1,10,5,13,6
4042,3,4,0,4,8
7274,1,4,7,10,2
2902,1,1,0,3,5
3332,4,3,1,4,8
7433,4,3,1,4,8
9386,1,5,1,6,6
5176,1,1,0,3,9
10323,2,4,2,5,5
4682,1,2,2,8,1
3083,5,6,2,5,7
8015,1,4,6,9,1
1745,1,4,6,9,1
3136,3,5,3,11,5
6991,2,9,3,6,8
8132,5,9,2,8,7
503,2,2,0,3,8
8148,13,6,2,12,5
2736,2,5,5,11,2
8162,1,1,0,3,6
692,1,1,0,2,6
7706,6,11,8,5,8
9298,1,4,5,8,1
2986,1,1,0,2,6
10812,1,2,1,3,4
2909,2,8,4,6,3
6974,1,6,10,5,2
9140,2,2,0,4,6
4554,4,3,2,8,4
7791,2,1,0,3,7
5455,3,2,1,4,7
7960,1,3,9,13,1
3426,3,5,5,13,8
5316,1,2,0,4,7
1404,4,5,1,3,9
10598,3,2,0,3,8
8212,2,3,1,4,7
3233,3,7,8,11,5
7892,2,2,1,3,7
2975,2,6,7,9,3
5043,2,4,2,5,7
3104,1,5,3,12,2
10854,2,2,0,3,7
7419,2,2,0,3,6
5558,1,4,6,4,1
832,3,8,2,10,5
4964,1,2,11,4,1
11030,1,1,0,2,6
4587,1,3,1,7,3
450,3,1,4,4,3
11031,1,1,0,3,5
4990,1,11,1,8,7
221,3,3,2,4,6
4351,1,1,1,2,7
1357,7,2,5,5,5
5667,3,9,10,4,6
8867,1,4,10,5,3
2747,1,4,10,5,3
7422,3,5,1,7,7
4148,7,5,1,6,8
9516,2,9,7,10,7
1291,4,6,2,4,8
1833,2,2,1,4,5
7270,1,2,3,13,6
8182,4,3,0,4,8
10394,1,4,8,5,1
1142,2,3,2,9,3
451,1,1,1,2,8
7128,1,1,0,2,7
10678,2,11,2,10,7
7755,2,9,1,4,8
4754,1,2,0,4,4
20,1,2,1,4,4
2246,1,2,1,4,4
10307,3,6,2,8,5
2147,1,4,7,11,2
10590,1,4,8,10,2
6565,2,11,4,9,5
6619,2,1,0,3,7
4817,1,1,0,2,8
4508,1,2,11,5,1
4843,1,2,11,5,1
9197,2,2,0,3,5
6237,0,23,1,1,0
6515,1,2,0,3,4
5954,2,5,0,4,8
7938,2,3,2,10,3
961,2,7,3,5,4
1764,4,5,1,5,8
1916,5,7,1,6,7
6941,1,2,1,2,7
5562,2,7,2,10,6
1517,1,1,0,3,7
7286,1,2,0,2,10
4687,1,3,11,9,1
5631,1,5,4,8,4
1951,6,11,2,8,9
123,2,4,5,4,2
9451,3,10,4,9,7
7396,1,5,8,12,3
3298,7,9,6,9,8
6730,3,2,0,3,8
9916,3,2,0,3,8
2227,2,3,1,5,6
946,2,3,1,5,6
3745,2,3,0,3,8
4094,4,5,1,5,6
8588,4,5,1,5,6
3916,3,7,3,12,7
9135,2,1,1,2,8
1755,1,1,1,4,3
2875,1,3,7,13,2
2008,1,4,5,9,2
10925,1,3,10,11,1
1604,3,2,2,6,5
5389,3,6,2,5,7
2878,2,4,2,7,3
4440,1,8,3,6,7
1324,2,3,0,3,8
6262,1,3,10,8,2
3628,2,2,1,2,9
3641,2,2,0,3,6
322,2,2,0,3,4
175,2,8,4,8,4
6988,2,8,4,8,4
8204,1,4,4,9,2
7476,4,5,4,10,4
5221,4,10,7,5,8
8970,4,6,2,7,5
9286,1,5,9,4,3
5831,3,5,5,5,8
1010,2,1,1,3,3
11074,1,3,4,10,0
5896,1,4,4,6,2
3515,1,4,0,4,5
5324,5,5,3,6,5
6534,1,2,0,3,5
8373,1,1,0,3,5
3829,1,1,0,3,5
4501,1,3,7,9,1
4179,1,1,1,3,4
2292,1,1,0,3,5
9239,1,2,1,4,3
8953,2,1,0,3,8
10258,2,1,0,3,8
3520,0,4,3,7,3
10402,2,1,0,3,8
11114,3,2,1,3,7
9553,1,0,0,3,6
6055,1,5,5,8,3
4786,4,10,3,12,6
5015,2,2,2,3,7
8560,1,6,4,7,6
3469,3,3,0,3,9
5885,7,4,1,4,8
3310,7,4,1,4,8
2134,4,5,5,8,5
2532,1,2,4,6,5
2579,4,6,7,9,4
3117,3,6,1,5,7
5623,1,1,1,2,7
4789,1,4,8,5,2
9523,1,0,0,3,4
5268,2,1,0,4,7
1545,6,7,2,5,8
2254,1,9,6,5,5
2661,4,2,0,4,5
3130,4,2,0,4,5
5847,3,7,3,10,5
5863,4,6,3,8,5
999,1,6,7,11,3
2931,0,6,7,9,3
1890,1,1,0,2,7
5589,3,9,2,10,7
